province,city_name,year,nom_gdp,real_gdp,所属地域,金融发展水平,信贷转化率,人口密度,第二产业占GDP比重,产业结构,产业整体升级,产业结构高级化,碳排放量_吨,碳排放强度_名义GDP,人均道路面积_平方米,treat,post,did,ln_real_gdp,ln_人口密度,ln_金融发展水平,ln_碳排放量_吨,ln_碳排放强度_名义GDP
黑龙江省,七台河市,2021,235.48,301.4255,中部,4.24714329004329,1.34115974025974,121.282067851373,0.429127067327499,0.409680217504501,2.24848747253418,0.954682767391205,12089254.0,51338.77187022252,12.065,0,0,0,5.708522887789425,4.798118971974409,1.446246589882136,16.3078275167997,10.84620153263964
黑龙江省,七台河市,2022,268.9,317.4011,中部,4.08128364312268,1.29405836431227,107.802907915994,0.452584603941986,0.38527333581257,2.22313127556712,0.851273623664749,12022035.0,44708.2000743771,12.374,0,0,0,5.760166273744779,4.68030463321306,1.406411557346498,16.30225177390624,10.70791221063142
黑龙江省,七台河市,2023,262.9,328.1927,中部,4.80846007604563,1.65060874524715,95.8218093699515,0.452584603941986,,,,12348455.0,46970.15975656144,12.317,0,0,0,5.793600935873582,4.562490314285998,1.570376882348291,16.32904151199788,10.75726778026204
海南省,三亚市,2007,113.736,83.96988,东部,2.58417575445914,0.761983091351016,287.206266318538,0.377247363328934,0.414043545722961,2.20533442497253,1.09753859043121,1214156.875,10675.2204666948,10.97,1,0,0,4.430458163112636,5.660200655593908,0.9494066000388987,14.00956046383474,9.275680490501342
海南省,三亚市,2008,158.166,98.4127,东部,2.60214193952513,0.660562314558565,295.039164490862,0.342997431755066,0.445823609828949,2.23464465141296,1.29978704452515,1295133.5,8188.444419154559,8.21,1,0,0,4.589169860770682,5.687108108513833,0.9563349287658934,14.07412433660558,9.010479222195707
海南省,三亚市,2009,183.672,113.8635,东部,3.60119559334825,0.841910156831476,302.872062663185,0.215621039271355,0.598622262477875,2.41286563873291,2.77626991271973,1390533.125,7570.740913149528,12.23,1,0,0,4.735000362555142,5.713310480907855,1.281265899589393,14.14519777473846,8.932046216562734
海南省,三亚市,2010,238.768,134.7005,东部,3.66066105871799,0.990444914877958,359.071949947862,0.207332506775856,0.634208261966705,2.47574901580811,3.05889439582825,1549560.875,6489.818045131676,13.45,1,0,0,4.903053795361916,5.883522786089405,1.297643748240027,14.25348214230496,8.77798977311585
海南省,三亚市,2011,286.497,153.0198,东部,3.03112933027764,0.938926164799269,384.410844629823,0.216262057423592,0.642518579959869,2.50129914283752,2.97101855278015,1585896.5,5535.473320837566,13.7,1,0,0,5.030567324784161,5.951711888534359,1.108935266343073,14.27666042053552,8.618932355639739
海南省,三亚市,2012,324.823,166.4855,东部,2.94838448464705,0.921222192846622,411.151641479937,0.205997958779335,0.652805328369141,2.51160860061645,3.16898965835571,1676830.25,5162.289154401013,13.9,1,0,0,5.114908218541111,6.01896210382031,1.081257388023346,14.33241581326102,8.549135394672724
海南省,三亚市,2013,365.887,182.9676,东部,4.13539308273769,1.64298474278211,424.127149557061,0.197757884860039,0.669510006904602,2.53677797317505,3.38550353050232,1723962.625,4711.735112206774,12.07,1,0,0,5.209309087986036,6.050033291307433,1.419582386288277,14.36013605073644,8.457811508175457
海南省,三亚市,2014,402.256,193.0308,东部,4.3056532683929,1.87495494160681,441.219385096404,0.21274970471859,0.650149047374725,2.51304793357849,3.05593371391296,1649482.0,4100.577741537728,11.35,1,0,0,5.262849761664704,6.089542223622668,1.459928872800098,14.31597185719354,8.318883155335334
海南省,三亚市,2015,441.193,208.6663,东部,4.77400703317561,1.99895690929425,452.524726704841,0.205429211258888,0.657233655452728,2.51989650726318,3.19931936264038,1751224.75,3969.294050449577,19.03,1,0,0,5.340736325241947,6.114842406298599,1.56318600114044,14.37582595825675,8.286343536823752
海南省,三亚市,2016,493.062,224.9423,东部,5.38463489211697,2.26928692204315,467.93336803748,0.198609322309494,0.660909593105316,2.52041435241699,3.32768654823303,1774425.375,3598.787525706706,14.26,1,0,0,5.415843924872476,6.148325909792933,1.683549507402983,14.38898719608464,8.188352269300074
海南省,三亚市,2017,546.1,242.0379,东部,5.56400300639028,2.39932405293421,485.059864653826,0.199790567159653,0.676267981529236,2.55233645439148,3.38488435745239,1786449.625,3271.286623329061,15.34,1,1,1,5.489094325464623,6.184272315596276,1.716317814390001,14.39574075845498,8.092938649296874
海南省,三亚市,2018,622.267,259.4646,东部,4.68034092704738,2.12104938710074,498.595213319459,0.198565185070038,0.686785340309143,2.57213592529297,3.45873999595642,1860036.25,2989.128862690774,13.588,1,1,1,5.558620277115438,6.211794570801616,1.54337095493599,14.43610653474678,8.002737273663353
海南省,三亚市,2019,689.136,276.0704,东部,4.17627787610619,1.93012684365782,514.308012486993,0.165769279003143,0.728730201721191,2.62322974205017,4.39605093002319,1828757.375,2653.695896020524,16.371,1,1,1,5.620655905655468,6.242822332062572,1.429420389579737,14.41914726411764,7.883708625064187
海南省,三亚市,2020,708.897,284.6285,东部,4.16584302158273,1.81903482014389,539.698231009365,0.162926152348518,0.723246097564697,2.6094183921814,4.4391040802002,1803636.875,2544.286229170105,17.485,1,1,1,5.65118482119016,6.291010151889681,1.426918661279759,14.40531567054074,7.841605429597308
海南省,三亚市,2021,835.365,319.0686,东部,3.66207305389222,1.57548778443114,549.479708636837,0.1611723925173283,0.738426089286804,2.62615561485291,4.94580602645874,1873239.875,2242.420828021284,27.98,1,1,1,5.765406126687492,6.308971846204328,1.298029395231988,14.44318004316724,7.71531128807951
海南省,三亚市,2022,847.105,304.7105,东部,3.84808087367178,1.60021936245573,554.578563995838,0.1611723925173283,0.734272998784101,2.60403017317704,5.41962185240045,1801036.0,2126.107153186441,22.393,1,1,1,5.71936214552264,6.318208481146991,1.347574549649076,14.40387261285338,7.66204795894244
海南省,三亚市,2023,971.3,341.2758,东部,3.50286900102987,1.42794860968074,575.442247658689,0.1611723925173283,,,,1986777.875,2045.483244105838,23.394,1,1,1,5.832690948036905,6.355138871534179,1.253582347292819,14.50202472615574,7.623389345747458
福建省,三明市,2007,574.77,500.9034,东部,1.41582395358226,0.636056434456399,109.709032565804,0.432956427335739,0.349319189786911,2.13159465789795,0.806823015213013,19597834.0,34096.828296536,12.81,1,0,0,6.216413268122527,4.697831702686464,0.3477116609761394,16.79092960788996,10.43695964711395
福建省,三明市,2008,721.09,574.5363,东部,1.38990724855163,0.612290309124513,109.279736351416,0.478243291378021,0.313935697078705,2.10611462593079,0.656435132026672,20409406.0,28303.54879418658,12.83,1,0,0,6.353563280671288,4.693910983222717,0.3292370172555131,16.83150643098182,10.25074247485739
福建省,三明市,2009,818.09,650.375,东部,1.49235221139942,0.696047732417746,109.119251753702,0.456563025712967,0.360641807317734,2.17784667015076,0.789905905723572,20971414.0,25634.6049945605,15.06,1,0,0,6.477549119610468,4.692441336975802,0.4003535405438238,16.85867083026625,10.15169847526587
福建省,三明市,2010,1005.79,740.7772,东部,1.49780125566351,0.715475714335526,108.40045033342,0.49248281121254,0.334960520267487,2.16240382194519,0.68014657497406,23889856.0,23752.33000924646,14.46,1,0,0,6.607699905320534,4.68583224336426,0.4039982031713482,16.9889644916572,10.07543591030323
福建省,三明市,2011,1235.83,845.2267,东部,1.43986553384174,0.687198829655569,108.686238849918,0.504121959209442,0.334722429513931,2.17357516288757,0.663971126079559,25755254.0,20840.45054740539,14.3,1,0,0,6.739604875399119,4.688465188596168,0.3645497299512238,17.06414920309588,9.944651114990872
福建省,三明市,2012,1368.01,948.3444,东部,1.53342086254603,0.735492607928014,108.253225946133,0.507776319980621,0.334149926900864,2.17607617378235,0.65806519985199,27696038.0,20245.49381948962,14.34,1,0,0,6.854717727420015,4.684473167326626,0.4275010974668447,17.13679992843647,9.915687520339171
福建省,三明市,2013,1533.47,1054.274,东部,1.55654429235562,0.754855552310023,108.861310690181,0.522418260574341,0.321266382932663,2.16495108604431,0.614960134029388,28700188.0,18715.84576157343,15.18,1,0,0,6.960607657366364,4.690074693078538,0.4424681668747471,17.17241423123104,9.837125810959066
福建省,三明市,2014,1683.76,1155.485,东部,1.48001784350222,0.736292923590729,108.861310690181,0.524904251098633,0.324072778224945,2.17304992675781,0.617394089698792,29231978.0,17361.13104005321,15.79,1,0,0,7.05227544823684,4.690074693078538,0.3920541441237645,17.19077380499975,9.761989138168834
福建省,三明市,2015,1712.99,1253.701,东部,1.48323584432378,0.704650740043564,109.296755932941,0.510878264904022,0.341963171958923,2.19479870796204,0.66936331987381,28236058.0,16483.49260649507,16.07,1,0,0,7.13385525576065,4.694066714348069,0.3942260824224042,17.1561103716107,9.71011471101524
福建省,三明市,2016,1938.98,1351.49,东部,1.48030069759042,0.679528973172414,108.681532799307,0.50096195936203,0.350936710834503,2.20283532142639,0.700525641441345,27889784.0,14383.73990448586,14.7,1,0,0,7.208962966503039,4.688421888243259,0.3922452411865532,17.14377101486232,9.573853674268012
福建省,三明市,2017,2143.83,1458.257,东部,1.38847903052014,0.612428457480304,109.296755932941,0.520845234394073,0.360237598419189,2.24132037162781,0.691640436649323,27550698.0,12851.15797427968,14.74,1,1,1,7.284997165896527,4.694066714348069,0.3282089253965466,17.13153842899543,9.461189200993214
福建省,三明市,2018,2354.4,1567.627,东部,1.31924643251383,0.580985549574753,109.296755932941,0.525933444499969,0.357663631439209,2.24126076698303,0.68005496263504,28400550.0,12062.75484199796,15.136,1,1,1,7.357318289958726,4.694066714348069,0.2770606891224816,17.1619190691411,9.397877872221832
福建省,三明市,2019,2601.56,1693.037,东部,1.31203662567256,0.585445618754804,108.861310690181,0.539261102676392,0.344224244356155,2.22770571708679,0.638325750827789,28850002.0,11089.50091483571,14.856,1,1,1,7.434279236590132,4.690074693078538,0.271580606041219,17.17762062024247,9.31375407616093
福建省,三明市,2020,2689.19,1762.451,东部,1.39885007401925,0.628278941524796,108.273459612454,0.51880145072937,0.364785581827164,2.24837255477905,0.703131437301636,28794702.0,10707.57439972631,15.404,1,1,1,7.474460732881518,4.684660060377039,0.3356505234068267,17.17570196985043,9.278706657840479
福建省,三明市,2021,2962.72,1864.673,东部,1.37846312224856,0.637425431764307,107.990420204659,0.509010672569275,0.380917906761169,2.2708466053009,0.748349606990814,29325418.0,9898.140222498245,28.385,1,1,1,7.530840981584273,4.682042521381269,0.320969199037226,17.19396520645167,9.200102162162166
福建省,三明市,2022,3110.14,1922.478,东部,1.44365186495177,0.67529652733119,106.901807097757,0.508311522953951,0.382497250927611,2.27330602480917,0.752485894289401,28320908.0,9105.991370163401,29.268,1,1,1,7.561370257881292,4.67191072245086,0.3671759206499649,17.15911088842271,9.11668786818545
福建省,三明市,2023,3007.1,1957.083,东部,1.64980724975058,0.781292484203525,105.76964946658,0.508311522953951,,,,29636626.0,9855.55053041136,29.5,1,1,1,7.579210378351599,4.661263611224419,0.5006584627557146,17.20452151925416,9.195790081081977
河南省,三门峡市,2007,468.93,377.4286,中部,1.0992221918092,0.415285108569663,210.889862804878,0.659705281257629,0.259049504995346,2.17780423164368,0.392674595117569,21203206.0,45216.14313436973,6.65,0,0,0,5.933381411727182,5.351336019970462,0.09460283133710067,16.86966295462377,10.71920945104828
河南省,三门峡市,2008,571.56,432.1558,中部,0.97258871889313,0.327759302636269,211.471036585366,0.669418096542358,0.246862635016441,2.16314339637756,0.368771970272064,19889944.0,34799.39813842817,6.76,0,0,0,6.068786171374347,5.354088046250014,-0.02779397999692088,16.80572483534102,10.45735537074025
河南省,三门峡市,2009,614.62,484.4466,中部,1.10024092634336,0.376063524525721,212.423780487805,0.660454213619232,0.257565766572952,2.17558574676514,0.389982789754868,20618728.0,33547.11529074876,6.29,0,0,0,6.183007208538246,5.358583243966006,0.09552917977059058,16.84171034696846,10.42070615631114
河南省,三门峡市,2010,755.33,557.5981,中部,1.10440709150122,0.389054771088854,212.881097560976,0.68523633480072,0.234705299139023,2.15464687347412,0.3425173163414,20954530.0,27742.21863291541,6.88,0,0,0,6.323638451979964,5.360733782429236,0.09930862218799888,16.85786541007522,10.23071067022778
河南省,三门峡市,2011,869.09,629.5283,中部,1.03730055407912,0.369919214788512,211.671112804878,0.688087701797485,0.233092337846756,2.15427231788635,0.338753819465637,21984456.0,25295.94863592953,9.79,0,0,0,6.444970808788432,5.355033715381349,0.03662171761063619,16.90584621614717,10.13839952892575
河南省,三门峡市,2012,950.08,706.9603,中部,1.1464528629128,0.414567233946977,208.193597560976,0.679851293563843,0.239807680249214,2.15946650505066,0.352735489606857,21616654.0,22752.45663523072,9.29,0,0,0,6.560974511561815,5.338468404319832,0.136672708569881,16.88897459409083,10.03242840251543
河南省,三门峡市,2013,1004.64,771.2936,中部,1.24503618360676,0.459832371266924,206.154725609756,0.663901329040527,0.253367781639099,2.17063689231873,0.381634682416916,21675840.0,21575.72861920688,9.61,0,0,0,6.648069105226285,5.328626982051739,0.219164592632306,16.89170883420521,9.979324286839411
河南省,三门峡市,2014,1040.89,840.7101,中部,1.23329949356471,0.473396563084826,204.83993902439,0.625201106071472,0.28500571846962,2.19521260261536,0.455862462520599,19110698.0,18359.95926562845,9.57,0,0,0,6.734246891867111,5.322228888919974,0.2096930929554147,16.7657588409288,9.817927445524333
河南省,三门峡市,2015,1054.37,868.4536,中部,1.36635065449235,0.536965494981249,201.181402439024,0.581839740276337,0.323463708162308,2.22876715660095,0.555932641029358,18059140.0,17127.89627929475,9.34,0,0,0,6.766714158807798,5.304207000747726,0.3121434298845079,16.70916248577167,9.748463774628505
河南省,三门峡市,2016,1111.32,933.5876,中部,1.39105688965927,0.528805651201847,197.999237804878,0.564862132072449,0.341990441083908,2.24884295463562,0.605440497398376,20590754.0,18528.19529928374,11.46,0,0,0,6.839034798964689,5.288263181216813,0.3300638104941125,16.8403526980518,9.82704892108162
河南省,三门峡市,2017,1214.32,1010.142,中部,1.39007606638018,0.532798013016263,195.607850609756,0.565452873706818,0.352357864379883,2.27016854286194,0.623142778873444,24241408.0,19962.94881085711,12.9,0,0,0,6.917846194012292,5.276111892836985,0.3293584696598142,17.00357280328705,9.90163327496845
河南省,三门峡市,2018,1319.01,1091.155,中部,1.36440580361128,0.528984616697436,193.730945121951,0.551126539707184,0.370938360691071,2.29300022125244,0.673054814338684,24778588.0,18785.74688592202,13.189,0,0,0,6.994992047235914,5.266470315639326,0.3107190251528967,17.02549045110512,9.840853716915412
河南省,三门峡市,2019,1406.61,1167.536,中部,1.65250754847645,0.636457479224377,192.473323170732,0.488208681344986,0.417473554611206,2.32315587997437,0.855112910270691,24521448.0,17433.01128244503,13.619,0,0,0,7.062650824185433,5.259957563193352,0.502293860646403,17.01505872112228,9.76612088793196
河南省,三门峡市,2020,1430.25,1201.278,中部,1.67542384562371,0.637466781529979,193.921493902439,0.47373354434967,0.424971222877502,2.32366919517517,0.897068023681641,24105294.0,16853.90246460409,13.704,0,0,0,7.09114126906592,5.267453406556098,0.5160661754306702,16.99794204238718,9.732337509238544
河南省,三门峡市,2021,1582.54,1286.929,中部,1.64143392293114,0.615995704358812,194.169207317073,0.473175376653671,0.431784152984619,2.33674383163452,0.912524521350861,26042610.0,16456.20963767109,13.424,0,0,0,7.160014039019202,5.268729981580936,0.495570203071401,17.07524460069666,9.708458170536474
河南省,三门峡市,2022,1676.37,1345.999,中部,1.72615871121718,0.63094146778043,194.073932926829,0.480759020979855,0.424434939780597,2.32962890054105,0.882843423126078,25959928.0,15485.79848124221,13.256,0,0,0,7.204891767262347,5.268239184025071,0.5458985416303123,17.07206467629863,9.647678655898174
河南省,三门峡市,2023,1620.27,1372.919,中部,1.96712037037037,0.730200740740741,192.454268292683,0.480759020979855,,,,27109856.0,16731.69039727946,15.402,0,0,0,7.224694409126029,5.259858558193518,0.6765707324356428,17.11540790976764,9.725059828761887
上海市,上海市,2007,12878.7,10916.36,东部,4.26828453873827,1.78113193615476,3254.8738170347,0.440845638513565,0.551436960697174,2.54371953010559,1.25086176395416,127207432.0,9877.350353684766,4.5,1,0,0,9.298017860397659,8.044114486225315,1.451211999150352,18.66132963483642,9.19799957194904
上海市,上海市,2008,14536.9,11975.25,东部,4.36228176797597,1.76418859481025,3376.40378548896,0.427563667297363,0.564912736415863,2.55738925933838,1.3212366104126,133276680.0,9168.16377632095,4.63,1,0,0,9.39059729888792,8.044114486225315,1.472995261744548,18.70793782610856,9.123492302704316
上海市,上海市,2009,15742.4,12981.17,东部,4.93833229765161,1.97283080062074,3486.24605678234,0.392873674631119,0.599988341331482,2.59285044670105,1.52717876434326,149620544.0,9504.303282853949,4.48,1,0,0,9.47125512487072,8.044114486225315,1.597027682634469,18.82361294027948,9.159499952167979
上海市,上海市,2010,17915.4,14305.25,东部,5.02996100426541,1.98964288668634,3630.78864353312,0.414999723434448,0.578611969947815,2.57222366333008,1.39424657821655,167517168.0,9350.456478783615,4.04,1,0,0,9.56838188173835,8.044114486225315,1.615412231450465,18.93659639949948,9.143180442351293
上海市,上海市,2011,20009.7,15492.59,东部,4.96899408148392,1.93776780100116,3716.08832807571,0.408269375562668,0.585411667823792,2.57909274101257,1.4338858127594,174438240.0,8717.6839232972,4.04,1,0,0,9.648117124081935,8.044114486225315,1.603217421531513,18.97708131145891,9.073108876497269
上海市,上海市,2012,21305.6,16648.33,东部,4.77554192605982,1.80786870494685,3783.91167192429,0.383661270141602,0.610268473625183,2.60419821739197,1.59064388275146,179224048.0,8412.062931811355,4.08,1,0,0,9.720065190077879,8.044114486225315,1.563507459861471,19.00414724593014,9.03742201798949
上海市,上海市,2013,23204.1,17963.55,东部,5.25940046625053,2.05340401775381,3861.19873817035,0.357114613056183,0.637212693691254,2.63154006004333,1.78433668613434,181945392.0,7841.088083571438,4.11,1,1,1,9.796099983793669,8.044114486225315,1.660017040453148,19.01921715606283,8.96713288988437
上海市,上海市,2014,25269.8,19238.96,东部,5.16801639532071,2.03311354099042,3891.16719242902,0.341643661260605,0.653134226799011,2.64791202545166,1.91174113750458,186258096.0,7370.778399512462,4.11,1,1,1,9.86469266870467,8.044114486225315,1.642488938944446,19.04264388273559,8.905278596907824
上海市,上海市,2015,26887.0,20574.15,东部,6.25502487516643,2.12499505442127,3876.36019555275,0.3127401471138,0.682591080665588,2.67792224884033,2.18261432647705,193922496.0,7212.500316137911,4.27,1,1,1,9.931790712419721,8.044114486225315,1.833385120756119,19.08296913204952,8.8835709546483
上海市,上海市,2016,29887.0,21993.77,东部,5.57688316154251,1.9158155766866,3890.55354045103,0.286754578351974,0.709419667720795,2.7055938243866,2.47396087646484,181333616.0,6067.30739117342,4.37,1,1,1,9.99851451041873,8.044114486225315,1.718630047132826,19.01584907497442,8.710670192749703
上海市,上海市,2017,32925.0,23511.34,东部,5.42838521476356,1.99748277918675,3888.976502129,0.289320796728134,0.707314610481262,2.70394992828369,2.44474172592163,183883760.0,5584.928170083524,4.51,1,1,1,10.06523813693239,8.044114486225315,1.691641707539172,19.02981437681158,8.627826850200098
上海市,上海市,2018,36011.8,25110.11,东部,5.5136134262468,2.06757064823085,3903.16984702728,0.287704974412918,0.709385395050049,2.70647573471069,2.46566939353943,188922192.0,5246.119105404339,4.576,1,1,1,10.13102583286685,8.044114486225315,1.707220202462917,19.05684580571971,8.565243864211087
上海市,上海市,2019,37987.6,26616.72,东部,5.16704371527414,1.93478509277702,3912.63207695947,0.269927233457565,0.727350175380707,2.72462749481201,2.69461584091187,196674960.0,5177.346291947899,4.719,1,1,1,10.18929486873009,8.044114486225315,1.642300709744222,19.09706297479835,8.55204790513188
上海市,上海市,2020,38963.3,27069.2,东部,5.7703594325728,2.01521998139583,3922.23624034064,0.265873793105943,0.731450019612109,2.72877383233016,2.75111740449217,193113584.0,4956.294359050696,4.757,1,1,1,10.20615182916094,8.044114486225315,1.752734371920032,19.07878909189499,8.508413635466828
上海市,上海市,2021,43653.2,29315.94,东部,5.83315122064098,2.04234941571214,3925.92651001419,0.264939486980438,0.732747197151184,2.73043394088745,2.76571536064148,202709664.0,4643.638129621655,4.811,1,1,1,10.28588667437971,8.044114486225315,1.763557372455336,19.12728528665476,8.443253417650268
上海市,上海市,2022,44809.1,29257.31,东部,6.20608312991288,2.16094282578998,3903.16984702728,0.256611007596388,0.741216676221872,2.73904436004013,2.88848355791385,196101248.0,4376.371049630544,4.998,1,1,1,10.28388473596648,8.044114486225315,1.825529961023952,19.09414165524627,8.383975132470287
上海市,上海市,2023,47218.7,30720.18,东部,6.34280495775006,2.24288102246977,3922.80397413657,0.256611007596388,,,,205270736.0,4347.233956038604,4.977,1,1,1,10.33267504661944,8.044114486225315,1.847321092967273,19.13984032920844,8.377295049655242
江西省,上饶市,2007,561.45,467.7975,中部,1.62708062011218,0.650226329508346,282.620332587425,0.458399593830109,0.35090509057045,2.16020965576172,0.765500426292419,14650153.0,26093.42416956096,15.73,0,0,0,6.148035509971626,5.644104415954647,0.4867873783996706,16.49996133705882,10.16943861404027
江西省,上饶市,2008,657.89,530.9501,中部,1.55318171010453,0.581140856946148,284.757140976701,0.474201858043671,0.334802806377411,2.14380741119385,0.706034362316132,13798311.0,20973.58372980286,16.21,0,0,0,6.274668043191489,5.651636680069738,0.4403055431844414,16.44005675133266,9.951019007234628
江西省,上饶市,2009,748.04,603.1594,中部,1.75920082130078,0.686014427670775,286.854460093897,0.491105020046234,0.323006182909012,2.13713121414185,0.657713055610657,13735708.0,18362.2640500508,16.25,0,0,0,6.402181506736174,5.658974979450263,0.5648596271186851,16.43550942332534,9.818052970844821
江西省,上饶市,2010,923.15,692.4269,中部,1.72437635883303,0.640640668304175,289.035145452152,0.509600460529327,0.321797996759415,2.15319657325745,0.631471216678619,14286144.0,15475.43086172345,20.58,0,0,0,6.540202672922903,5.666548291279547,0.5448654540039084,16.47480067444466,9.647008939602905
江西省,上饶市,2011,1155.0,783.1349,中部,1.67275050214649,0.623213966222944,288.749945153789,0.539303779602051,0.301698207855225,2.14260101318359,0.55942165851593,17350560.0,15022.12987012987,20.6,0,0,0,6.663304967230443,5.665561071892397,0.5144692788729367,16.66913534049332,9.617279717537428
江西省,上饶市,2012,1294.66,873.1954,中部,1.76492719989739,0.654197122040744,288.341889342284,0.523601412773132,0.324002861976624,2.17161512374878,0.618796765804291,18125628.0,14000.29969258338,21.14,0,0,0,6.772159356682069,5.664146891842987,0.5681094430175397,16.71283740638064,9.546834014981377
江西省,上饶市,2013,1446.91,960.5149,中部,1.90545976367599,0.717134368371843,288.01719977184,0.506097853183746,0.349401623010635,2.20490097999573,0.690383553504944,18567332.0,12832.40284468281,21.78,0,0,0,6.867469494842064,5.663020199782692,0.6447233252211356,16.7369142504168,9.459728723369976
江西省,上饶市,2014,1597.68,1055.606,中部,2.02579529826426,0.796069695194796,287.622307051029,0.502496361732483,0.35989910364151,2.22228813171387,0.716222286224365,17968534.0,11246.641380001,21.2,0,0,0,6.961870288584216,5.661648185603413,0.7059623633399663,16.70413267502008,9.327824819059524
江西省,上饶市,2015,1707.14,1155.888,中部,2.26113964665996,0.893072076774115,287.209863542626,0.486700475215912,0.37840211391449,2.24360775947571,0.777484595775604,17344080.0,10159.72913762199,20.36,0,0,0,7.052624158725441,5.660213180395706,0.8158689546172052,16.668761795757,9.226187061094222
江西省,上饶市,2016,1869.17,1260.265,中部,2.45266294943069,0.958387612401682,286.70089070247,0.46820005774498,0.401101350784302,2.27040266990662,0.856687963008881,17172056.0,9186.99529737798,20.93,0,0,0,7.139077295292225,5.658439479624889,0.8971743524237716,16.65879396944403,9.125544208393462
